Player,FG36,FGA36,threesMade36,threesAttempted36,twosMade36,twosAttempted36,FT36,FTA36,ORB36,DRB36,TRB36,AST36,STL36,BLK36,TOV36,PF36,PTS36
Montrezl Harrell\harremo01,5.5,8.5,0,0.1,5.5,8.5,2.3,4.4,2.4,3.8,6.2,1.6,1,1,1.6,4.6,13.3
Devin Harris\harride01,4.7,10.5,1.5,4.4,3.2,6.1,2.8,3.9,0.5,3.4,3.9,3.3,1.7,0.4,1.9,3.5,13.7
Gary Harris\harriga01,5.3,11.3,1.5,4.4,3.7,6.9,1.6,2,0.8,2.5,3.2,2.2,1.4,0.3,1.4,2.1,13.8
Joe Harris\harrijo01,2.4,9.6,2.4,9.6,0,0,0,0,0,7.2,7.2,4.8,0,0,2.4,2.4,7.2
Tobias Harris\harrito02,6,12.7,1.1,3.4,4.8,9.3,2.9,3.5,1.4,5.9,7.3,2.4,0.9,0.6,1.5,2.2,16
Aaron Harrison\harriaa01,1.9,7.4,1.2,3.9,0.8,3.5,1.9,4.6,1.5,4.3,5.8,0.8,2.3,0,1.5,3.9,7
Udonis Haslem\hasleud01,3.2,8.4,0.1,1.2,3,7.2,1.7,2.2,1.4,9,10.4,1.9,0.7,0.3,0.7,3.5,8.2
Spencer Hawes\hawessp01,4.3,10.6,1.3,3.5,3,7.1,1.9,2.3,1.8,6.7,8.5,3.8,0.8,0.9,2,3.9,11.8
Chuck Hayes\hayesch01,1.5,3,0,0,1.5,3,3,3,0,12,12,3,0,0,4.5,9,6
Gordon Hayward\haywago01,6.5,15,1.8,5.1,4.7,9.9,4.9,5.9,0.8,4.2,4.9,3.7,1.2,0.3,2.5,2.3,19.6
Gerald Henderson\hendege02,5.8,13.3,1.2,3.4,4.6,9.9,2.8,3.7,0.8,4.6,5.3,1.9,1,0.5,1.7,2.2,15.7
John Henson\hensojo01,6.1,10.9,0,0,6.1,10.9,2.6,4.4,3.3,5,8.3,2,0.7,4.1,2.4,4.9,14.9
Mario Hezonja\hezonma01,4.6,10.6,1.7,4.9,2.9,5.8,1.2,1.4,0.7,3.8,4.5,2.8,1,0.4,2.5,3.2,12.2
Roy Hibbert\hibbero01,3.5,7.9,0,0,3.5,7.8,2.2,2.8,2.5,5.1,7.6,1.8,0.6,2.1,1.5,4.8,9.2
J.J. Hickson\hicksjj01,6.6,12.8,0,0.1,6.6,12.7,3.8,8.5,3.2,7.7,10.9,1.9,1.2,1.2,2.1,3.9,17
Nene Hilario\hilarne01,6.9,12.6,0,0.1,6.9,12.5,3.5,6.1,1.7,6.8,8.5,3.2,1.8,0.9,2.5,5.1,17.3
George Hill\hillge01,4.6,10.5,1.8,4.5,2.8,6.1,1.6,2.1,0.8,3.4,4.3,3.7,1.2,0.2,1.4,2.1,12.8
Jordan Hill\hilljo01,6.6,13.1,0,0,6.6,13,2.1,3,3.7,7,10.7,2.1,0.9,0.9,2.2,3.7,15.3
Solomon Hill\hillso01,3.9,8.6,1,3.1,2.9,5.6,1.5,1.7,1.6,5.3,6.9,2.4,1.5,0.5,1.4,2.8,10.2
Darrun Hilliard\hillida01,4.9,12.3,1.8,4.7,3.1,7.6,2.7,3.8,0.5,3.8,4.2,2.5,0.8,0.1,1.8,2.6,14.3
Kirk Hinrich\hinriki01,2.8,7.4,1.4,3.5,1.4,3.8,0.9,0.9,0.5,3.5,4,4.2,0.9,0.1,1.7,3.7,7.8
Jrue Holiday\holidjr01,8.1,18.4,1.7,5.1,6.4,13.3,3.6,4.2,0.5,3.3,3.8,7.7,1.7,0.4,3.3,2.9,21.4
Justin Holiday\holidju01,4.1,10.6,1.7,4.9,2.4,5.7,1.3,1.7,0.6,3.6,4.2,2.6,1.5,0.9,1.8,2.8,11.1
Ryan Hollins\holliry01,3.8,6.2,0,0,3.8,6.2,2,3.3,3.7,4,7.7,0.8,0.5,1.6,1.9,4.9,9.7
Rondae Hollis-Jefferson\holliro01,3.7,8.1,0.2,0.8,3.5,7.3,2.2,3,2.3,6.7,9,2.5,2.3,0.9,1.5,3.6,9.8
Richaun Holmes\holmeri01,5.8,11.4,0.4,2.3,5.4,9.1,2.6,3.8,3.2,3.7,6.9,1.7,1,2.1,1.6,4.7,14.7
Rodney Hood\hoodro01,5.8,13.8,2.3,6.4,3.5,7.4,2.4,2.8,0.5,3.2,3.8,3,1,0.2,1.8,2.9,16.3
Al Horford\horfoal01,7.2,14.3,1.2,3.5,6,10.8,1.4,1.8,2,6.1,8.2,3.6,0.9,1.7,1.5,2.2,17.1
Dwight Howard\howardw01,5.9,9.5,0,0.1,5.9,9.4,3.7,7.5,3.8,9.4,13.2,1.5,1.1,1.8,2.6,3.5,15.4
Marcelo Huertas\huertma01,4,9.5,0.7,2.5,3.4,7,1.1,1.2,0.7,3,3.7,7.5,1.1,0.3,3.3,3.1,9.8
Josh Huestis\huestjo01,3.3,7.9,2.6,3.9,0.7,3.9,0,2.6,1.3,5.2,6.5,0,0.7,1.3,2,2,9.2
Kris Humphries\humphkr01,5.2,12.7,1.5,4.7,3.8,8.1,2.9,3.6,2.5,6.9,9.4,1.6,0.7,1,1.6,4.1,14.8
R.J. Hunter\hunterj01,4.1,11.2,2.2,7.2,1.9,4,0.7,0.8,0.2,4,4.2,1.5,1.6,0.5,1.3,3.3,11.1
Serge Ibaka\ibakase01,6,12.5,0.9,2.6,5.1,9.9,1.3,1.7,2,5.6,7.7,1,0.5,2.1,1.6,3,14.2
Andre Iguodala\iguodan01,3.7,7.6,1.1,3.2,2.5,4.4,1.1,1.7,1.1,4.4,5.5,4.6,1.5,0.4,1.6,2.1,9.5
Ersan Ilyasova\ilyaser01,5.4,12.7,1.8,5,3.5,7.7,2.1,2.9,2.8,5,7.7,1.3,1,0.6,1.4,3.3,14.7
Joe Ingles\inglejo01,3.6,8.4,2.3,6.1,1.2,2.3,0.4,0.5,0.6,3.8,4.4,2.8,1.6,0.1,1.9,2.8,9.9
Damien Inglis\inglida01,3,8.5,0.7,3,2.3,5.5,1.6,1.8,0.5,6.7,7.2,2.3,1.4,0.7,2.5,2.5,8.3
Kyrie Irving\irvinky01,8.5,19,1.8,5.7,6.7,13.3,3.6,4.1,1,2.4,3.4,5.4,1.2,0.4,2.7,2.3,22.5
Jarrett Jack\jackja01,4.9,12.5,1.1,3.6,3.8,9,3.5,3.9,0.3,4.5,4.8,8.3,1.2,0.2,3.3,2.7,14.4
Reggie Jackson\jacksre01,8,18.5,1.8,5,6.3,13.5,4.3,5,0.9,2.9,3.8,7.3,0.9,0.2,3.3,2.8,22.1
LeBron James\jamesle01,9.8,18.8,1.2,3.7,8.6,15.1,4.8,6.5,1.5,6,7.5,6.8,1.4,0.7,3.3,1.9,25.5
Al Jefferson\jeffeal01,8,16.6,0,0,8,16.6,2.4,3.6,1.9,8,9.9,2.3,1,1.3,1.1,3.8,18.5
Cory Jefferson\jeffeco01,6.5,15.8,0,0.7,6.5,15.1,2.9,4.3,4.3,7.2,11.5,0,0,0.7,0,5.8,15.8
Richard Jefferson\jefferi01,3.9,8.5,1.8,4.7,2.1,3.8,1.6,2.4,0.4,3.1,3.5,1.6,0.9,0.4,1.2,3.5,11.1
John Jenkins\jenkijo01,5.3,12,1.2,3.8,4.1,8.2,1.5,1.8,0.6,3.7,4.3,2.6,0.6,0.1,2,1.6,13.3
Brandon Jennings\jennibr01,4.6,12.6,2.1,6.4,2.5,6.2,2.4,3.2,0.7,3.3,4,7.1,1.2,0.3,2.4,2.4,13.8
Jonas Jerebko\jerebjo01,3.6,8.8,1.3,3.3,2.3,5.4,1.9,2.4,2.4,6.5,8.8,1.9,0.6,0.7,1.6,4.2,10.4
Amir Johnson\johnsam01,5,8.5,0.2,0.9,4.8,7.7,1.4,2.4,3.6,6.5,10.1,2.8,1,1.7,1.9,4.3,11.5
Chris Johnson\johnsch04,3,8.1,1.1,4.2,1.9,4,1.4,1.8,1.1,4.4,5.5,1.9,1.3,0.8,1.7,4.2,8.6
James Johnson\johnsja01,4.4,9.3,0.8,2.6,3.7,6.8,1.5,2.6,1.1,3.8,4.9,2.6,1.1,1.3,2.1,3.3,11.2
Joe Johnson\johnsjo02,5,11.4,1.6,4.2,3.4,7.3,1.6,1.9,0.7,3.2,3.9,4.2,0.8,0.1,2.1,1.9,13.2
Orlando Johnson\johnsor01,3.2,12.1,0.7,3.6,2.5,8.6,2.1,2.9,1.4,3.9,5.3,0.7,1.1,1.1,1.4,3.2,9.3
Stanley Johnson\johnsst04,4.8,12.8,1.3,4.4,3.5,8.4,1.7,2.2,1.2,5.3,6.5,2.5,1.2,0.3,2.4,3.8,12.7
Tyler Johnson\johnsty01,4.9,10.1,1.1,3,3.8,7.2,2.1,2.7,1.2,3.4,4.5,3.3,1,0.6,2,2.8,13.1
Wesley Johnson\johnswe01,4.5,11.1,2.2,6.7,2.3,4.5,0.6,1,0.8,4.6,5.4,1.1,1.9,1.2,1.2,3.7,11.9
Nikola Jokic\jokicni01,6.4,12.5,0.6,1.7,5.8,10.7,3.2,3.9,3.8,7.9,11.6,3.9,1.6,1,2.2,4.3,16.5
Dahntay Jones\jonesda02,5.1,12,0.9,1.7,4.3,10.3,0,0,0.9,3.4,4.3,1.7,0.9,1.7,0,5.1,11.1
James Jones\jonesja02,4.5,11,3.2,8.1,1.3,3,1.6,2,0.6,3.3,3.9,1.1,0.9,0.8,1,3.9,13.8
Terrence Jones\joneste01,5.7,12.7,0.9,2.7,4.9,9.9,2.7,4,2.1,5.1,7.3,1.4,0.8,1.3,1.7,3,15
Tyus Jones\jonesty01,3.5,9.8,1,3.3,2.5,6.5,1.8,2.5,0.4,2.5,3,6.8,1.9,0.2,2.1,2.1,9.8
DeAndre Jordan\jordade01,4.9,7,0,0,4.9,7,3.7,8.6,3.7,11,14.7,1.2,0.7,2.5,1.5,2.9,13.6
Cory Joseph\josepco01,4.5,10.3,0.5,1.9,4,8.4,2.3,3.1,0.7,3,3.7,4.4,1.1,0.4,1.8,2.3,11.9
Chris Kaman\kamanch01,6.4,13.8,0.3,1.3,6.1,12.5,1,1,2.3,5.5,7.7,3.5,0.3,0.3,2.6,4.8,14.1
Frank Kaminsky\kaminfr01,4.5,11.1,1.4,4.3,3.1,6.8,2.3,3.1,1.5,5.6,7.1,2.1,0.8,0.9,1.2,2.7,12.8
Enes Kanter\kanteen01,8.7,15,0.2,0.4,8.5,14.6,4.2,5.3,5.2,8.7,13.9,0.7,0.5,0.7,2.4,3.5,21.7
Sergey Karasev\karasse01,2.7,6.7,1,3.3,1.7,3.3,2.3,2.5,0.7,4.5,5.2,3.2,0.5,0.2,2,2.4,8.8
Sasha Kaun\kaunsa01,3.4,6.4,0,0,3.4,6.4,1.9,4.2,4.5,5.3,9.9,1.1,1.5,1.9,2.7,4.2,8.7
Ryan Kelly\kellyry01,4.2,11.4,0.4,2.8,3.8,8.6,2.8,4.1,1.6,7.7,9.3,1.5,1,0.8,1.4,3,11.6
Michael Kidd-Gilchrist\kiddgmi01,5.8,10.7,0.5,1.2,5.3,9.5,3.5,5.1,2.1,5.8,7.9,1.6,0.5,0.5,1.4,1.6,15.6
Sean Kilpatrick\kilpase01,7.2,15.8,2.3,6.7,4.9,9.1,3.5,3.9,0.7,2.6,3.3,1.7,0.7,0.1,1.8,2.2,20.2
Brandon Knight\knighbr03,7.1,17.2,2.3,6.8,4.8,10.5,3,3.5,0.7,3.2,3.9,5.1,1.2,0.4,3.4,2.4,19.6
Kyle Korver\korveky01,4,9.2,2.4,6,1.6,3.3,0.7,0.8,0.2,3.7,3.9,2.5,0.9,0.5,1.5,2.4,11.1
Kosta Koufos\koufoko01,5.7,10.8,0,0,5.7,10.8,1.4,2.5,4.1,6.2,10.3,0.8,1,1.7,1.2,4.5,12.9
Jeremy Lamb\lambje01,6.7,15,1.6,5.3,5.1,9.7,1.9,2.6,1.3,6.1,7.4,2.3,1.2,0.9,1.5,3.1,17
Carl Landry\landrca01,8.8,15.8,0.4,0.8,8.4,15,4.2,5.8,3.1,6.1,9.2,2,0.8,0.6,1.4,4.4,22.2
Shane Larkin\larkish01,4.6,10.3,0.8,2.2,3.8,8.1,1.7,2.2,0.6,3.1,3.7,7,2,0.2,3,2.5,11.6
Joffrey Lauvergne\lauvejo01,6.7,13.1,0.4,1.8,6.3,11.3,2.1,2.4,2.7,7.4,10,1.9,0.4,0.5,1.9,4,16.1
Zach LaVine\lavinza01,6.8,15,1.9,5,4.9,10.1,2.5,3.2,0.4,3.2,3.6,3.9,1.1,0.3,2.4,3,18
Ty Lawson\lawsoty01,3.5,9,0.9,2.8,2.6,6.3,1.5,2.2,0.7,2.4,3.1,6,1.4,0.2,2.4,2.2,9.5
Courtney Lee\leeco01,4.5,9.9,1.3,3.3,3.2,6.5,1.5,1.8,0.4,2.7,3.2,2.1,1.3,0.4,1.1,2.1,11.7
David Lee\leeda02,7.1,13.4,0,0,7.1,13.3,2.8,3.7,4,8.1,12.2,3.3,0.9,1.1,2.6,4.5,17
Alex Len\lenal01,5.2,12.3,0,0.1,5.2,12.2,3.4,4.7,3.5,8.2,11.7,1.9,0.8,1.2,2.9,4.5,13.9
Kawhi Leonard\leonaka01,8.3,16.5,2,4.4,6.4,12.1,4.4,5.1,1.4,6,7.5,2.8,1.9,1.1,1.6,2,23
Meyers Leonard\leoname01,5.3,11.7,2.3,6.2,2.9,5.6,0.9,1.2,1.4,7.1,8.5,2.5,0.2,0.5,2.1,4.9,13.8
Jon Leuer\leuerjo01,6.4,13.4,1.2,3.2,5.2,10.2,2.2,2.9,2.2,8.5,10.7,2.1,1.1,0.9,2.2,3.6,16.3
Damian Lillard\lillada01,8.3,19.8,3.1,8.2,5.2,11.6,5.6,6.2,0.6,3.5,4.1,6.9,0.9,0.4,3.3,2.2,25.3
Jeremy Lin\linje01,5.3,12.8,1.3,4,3.9,8.8,4.2,5.1,0.7,3.7,4.4,4.1,1,0.7,2.6,2.9,16.1
Shaun Livingston\livinsh01,4.8,9,0,0.3,4.8,8.7,1.9,2.2,1,3,4,5.6,1.4,0.6,1.8,3.3,11.6
Kevon Looney\looneke01,6.9,12,1.7,3.4,5.1,8.6,0,0,6.9,10.3,17.1,0,0,0,1.7,3.4,15.4
Brook Lopez\lopezbr01,8.7,17,0,0.2,8.6,16.7,4.6,5.9,3,5.4,8.4,2.2,0.8,1.8,2.6,3.2,22
Robin Lopez\lopezro01,5.8,10.7,0,0,5.8,10.7,2.1,2.6,4.3,5.4,9.8,1.8,0.3,2.1,2.2,3,13.7
Kevin Love\loveke01,6.1,14.5,2.3,6.5,3.7,8,3.8,4.7,2.2,9.1,11.3,2.8,0.9,0.6,2.1,2.4,18.3
Kyle Lowry\lowryky01,6.5,15.1,2.7,6.9,3.8,8.2,5,6.2,0.7,3.9,4.6,6.2,2,0.4,2.8,2.7,20.6
Trey Lyles\lylestr01,5,11.4,1.3,3.3,3.7,8,1.5,2.1,1.5,6.3,7.8,1.5,0.7,0.5,1.7,3,12.7
Shelvin Mack\macksh01,6.2,14.1,1.3,4.3,4.9,9.9,1.5,2.1,0.4,3.9,4.4,6.4,1.2,0.1,3.2,2.4,15.2
Ian Mahinmi\mahinia01,5.2,8.9,0,0,5.2,8.9,2.6,4.5,2.7,7.3,10.1,2.1,1.3,1.5,2,4.4,13.1
Devyn Marble\marblde01,3,10.3,1.2,4.6,1.9,5.6,1.4,3.5,0.9,4.6,5.5,1.7,1.9,0.1,1,3.6,8.7
Boban Marjanovic\marjabo01,7.4,12.3,0,0,7.4,12.3,6.2,8.1,5.2,8.6,13.7,1.5,0.9,1.6,2.1,3.8,21
Kendall Marshall\marshke01,3.9,10.6,1.4,4.4,2.4,6.2,0.8,1.2,0.2,2.3,2.5,6.6,1.4,0.2,3.9,2.7,10
Jarell Martin\martija01,5.1,11,0,0.2,5.1,10.8,4.3,5.9,3.7,4.5,8.1,1.4,0.8,0.7,1.8,5.5,14.5
Kevin Martin\martike02,5.1,13.8,1.6,4.5,3.5,9.3,5,5.7,0.5,3.2,3.6,1.9,0.9,0.1,1.8,2.7,16.9
Wesley Matthews\matthwe02,4.5,11.6,2.6,7.1,1.9,4.5,1.7,2,0.4,2.9,3.2,2.1,1.1,0.2,1.1,2.4,13.3
O.J. Mayo\mayooj01,3.9,10.6,1.7,5.4,2.2,5.3,1,1.3,0.4,3,3.5,3.9,1.6,0.3,2.4,4.2,10.6
Luc Mbah a Moute\mbahalu01,2.7,5.8,0.4,1.1,2.3,4.7,0.8,1.6,1.7,3.1,4.8,0.8,1.2,0.5,1,2.8,6.5
James Michael McAdoo\mcadoja01,6.2,11.5,0.1,0.3,6,11.3,3.6,6.7,4.1,3.8,8,2.3,1.4,1.1,2.2,5.4,16.1
Ray McCallum\mccalra01,4.2,11.1,1.1,3.2,3,7.9,0.9,1.1,0.6,3,3.6,4.5,0.9,0.5,1.8,2.2,10.4
CJ McCollum\mccolcj01,8.3,18.5,2.6,6.1,5.7,12.4,2.4,2.9,0.6,2.7,3.4,4.4,1.3,0.3,2.5,2.4,21.6
T.J. McConnell\mccontj01,4.9,10.4,0.7,2,4.2,8.4,0.6,0.9,1,4.6,5.6,8.2,2.1,0.2,3.1,2.6,11.1
Chris McCullough\mcculch01,4.4,10.8,1.3,3.4,3.1,7.5,1.1,2.3,2.5,4.3,6.8,0.9,2.8,1.2,1.5,3.9,11.1
K.J. McDaniels\mcdankj01,4.4,11,1.1,3.8,3.4,7.2,3.7,4.6,2.5,4,6.4,1.5,1.1,0.9,2.6,4.6,13.6
Doug McDermott\mcderdo01,5.6,12.5,2.1,5,3.5,7.4,1.4,1.6,0.7,3.1,3.8,1.1,0.3,0.1,1,2.5,14.8
Mitch McGary\mcgarmi01,5.5,11.5,0,2,5.5,9.5,2,5,2,7,9,1.5,0.5,1,3.5,5,13
JaVale McGee\mcgeeja01,7.5,13,0,0.1,7.5,12.9,1.8,3.5,5.2,7.8,12.9,0.3,0.5,2.5,2,4.8,16.7
Ben McLemore\mclembe01,4.9,11.4,1.7,4.6,3.2,6.7,1.8,2.6,0.8,2.8,3.7,2,1.3,0.2,2.5,3.5,13.2
Jordan McRae\mcraejo01,6.3,14.4,1.8,4.1,4.4,10.3,3.9,5.2,0.7,3,3.7,4.6,0.6,0.2,2.8,3.1,18.3
Josh McRoberts\mcrobjo01,3.3,9,0.7,3,2.6,6,1.7,2.4,1.3,5,6.4,4.9,1.1,0.4,1.8,4.1,9.1
Jodie Meeks\meeksjo01,5.9,16.7,3.3,7.5,2.5,9.2,3.3,3.3,0.8,3.3,4.2,2.5,0,0,0.8,1.7,18.4
Salah Mejri\mejrisa01,4.4,7.1,0,0.1,4.4,7,2.4,4.2,3.7,7.4,11.2,0.9,0.7,3.3,2.1,4.9,11.3
Jordan Mickey\mickejo01,5.1,13.9,0,0,5.1,13.9,3.2,6.3,3.8,4.4,8.2,0.6,0,6.9,0.6,3.2,13.3
Khris Middleton\middlkh01,6.4,14.4,1.8,4.6,4.6,9.9,3.5,3.9,0.6,3.3,3.8,4.2,1.7,0.2,2.3,2.6,18.1
C.J. Miles\milescj01,6.4,15.6,3.5,9.5,2.9,6.1,2.3,3,0.6,3.7,4.3,1.5,1.3,0.7,1.7,3.5,18.5
Andre Miller\millean02,4.6,8.3,0.2,0.6,4.5,7.7,1.9,2.5,0.9,3,4,6.8,1.2,0,2.9,3.6,11.2
Mike Miller\millemi01,2.1,6,1.8,5,0.3,1,0,0,0.6,4.5,5.1,3.9,1.3,0.4,1.6,5.1,6.1
Patty Mills\millspa02,5.6,13.3,2.7,6.9,3,6.3,1,1.3,0.6,2.8,3.4,4.9,1.3,0.1,1.6,2.2,14.9
Elijah Millsap\millsel01,2.3,8.1,0.2,2.5,2.1,5.6,2.7,3.7,1.2,6,7.3,4,1.5,0.6,1.9,6.9,7.5
Paul Millsap\millspa01,6.8,14.5,1,3.2,5.8,11.3,4.2,5.5,2.7,7.3,10,3.6,2,1.9,2.6,3.2,18.8
Nikola Mirotic\mirotni01,5.4,13.3,3,7.6,2.5,5.8,3.2,4,1.3,6.6,7.9,2.2,1.3,1,2.2,3.3,17
Nazr Mohammed\mohamna01,5.7,9.5,0,0,5.7,9.5,3.8,3.8,1.9,5.7,7.6,0,0,0,5.7,7.6,15.2
Greg Monroe\monrogr01,7.6,14.6,0,0,7.6,14.6,3.5,4.8,3.4,7.4,10.8,2.8,1.1,1,2,2.5,18.8
Luis Montero\montelu01,4.3,16.3,0.9,7.7,3.4,8.6,2.6,3.4,0,3.4,3.4,0.9,0,0,3.4,0.9,12
E'Twaun Moore\mooreet01,5.3,11.1,1.3,3,4,8.1,0.6,1,0.5,3.2,3.8,2.8,1.1,0.5,1.5,2.9,12.6
Eric Moreland\moreler01,2.3,4.5,0,0,2.3,4.5,1.5,3,2.3,6,8.2,0.7,0,3,2.3,3,6
Marcus Morris\morrima03,5.2,11.9,1.4,3.8,3.8,8.2,2.6,3.4,1.1,3.9,5.1,2.5,0.8,0.3,1.8,2.1,14.3
Markieff Morris\morrima02,6.7,15.9,1,3.4,5.7,12.4,2.4,3.2,1.6,6.2,7.8,2.7,1.3,0.8,3,4.1,16.9
Anthony Morrow\morroan01,5.3,12.9,3.1,7.9,2.2,5,1.1,1.5,0.4,2,2.4,0.9,0.9,0.2,0.7,2.5,14.8
Donatas Motiejunas\motiedo01,5.9,13.5,1.1,3.8,4.9,9.7,2.2,3.5,2.4,4.7,7.2,2.7,1.1,0.3,2.9,4.5,15.1
Timofey Mozgov\mozgoti01,5.5,9.7,0,0.2,5.5,9.6,1.8,2.6,3,6.2,9.1,0.9,0.6,1.5,1.9,4.3,12.9
Emmanuel Mudiay\mudiaem01,5.7,15.8,1.3,4,4.4,11.7,2.4,3.6,0.6,3.5,4,6.5,1.1,0.6,3.8,2.5,15.2
Shabazz Muhammad\muhamsh01,6.8,14.6,0.9,3.3,5.8,11.3,4,5.2,2.1,3.6,5.7,1.1,0.5,0.1,1.5,2,18.5
Xavier Munford\munfoxa02,4.7,11.4,1.3,3.4,3.4,8,1,2.1,0.4,4.1,4.6,3.2,1.9,0.4,2.2,3.7,11.8
Mike Muscala\muscami01,4.8,9.7,0.8,2.5,4.1,7.2,2,2.5,2.4,5,7.5,2.2,0.8,1.7,1.7,4.6,12.4
Larry Nance\nancela02,4.5,8.5,0,0.3,4.5,8.2,0.9,1.3,2.9,6,8.9,1.3,1.5,0.7,1.2,3.5,9.9
Shabazz Napier\napiesh01,4.1,12.1,2,6.2,2,5.8,2,2.7,0.5,2.8,3.3,5.8,1.4,0.1,2.8,2.3,12.2
Gary Neal\nealga01,6.7,14.5,1.8,4.5,4.9,10,2.1,2.5,0.5,3.2,3.7,2.1,0.9,0,1.3,2.5,17.4
Jameer Nelson\nelsoja01,3.9,10.7,1.5,5,2.4,5.7,1,1.2,0.7,3.3,4,6.6,0.9,0.2,2.3,3.5,10.4
Raul Neto\netora01,4.3,10,1.5,3.9,2.8,6.1,1.2,1.7,0.4,2.5,2.9,4.2,1.5,0,2.6,2.9,11.4
Andrew Nicholson\nichoan01,6.4,13.6,1.8,5,4.6,8.6,2.2,2.8,1.5,7.3,8.8,1.1,0.4,1,1.8,3,16.8
Joakim Noah\noahjo01,2.9,7.5,0,0.1,2.9,7.5,1.2,2.6,4.9,9.5,14.5,6.2,1,1.6,2.9,4.4,7
Nerlens Noel\noelne01,5.6,10.8,0,0,5.6,10.7,2.5,4.2,2.8,7.1,9.9,2.2,2.2,1.8,2.9,3.5,13.7
Lucas Nogueira\noguelu01,4.5,7,0.2,0.5,4.3,6.6,1.3,2.4,2.9,4.5,7.4,1.1,1.9,1.9,1.8,4.6,10.4
Steve Novak\novakst01,6.5,14.7,5.7,12.3,0.8,2.5,0.8,0.8,0,4.1,4.1,0,0,0,0.8,2.5,19.6
Dirk Nowitzki\nowitdi01,7.6,16.9,1.9,5.2,5.7,11.7,3.8,4.3,0.8,6.7,7.4,2,0.8,0.8,1.3,2.5,20.9
Jusuf Nurkic\nurkiju01,6.6,15.9,0,0.2,6.6,15.7,4,6.5,4.3,7.2,11.5,2.6,1.6,2.9,3.6,6,17.3
J.J. O'Brien\obriejj01,0,6,0,0,0,6,0,0,0,6,6,0,6,0,0,6,0
Johnny O'Bryant\obryajo01,3.6,8.8,0,0,3.6,8.7,1.1,1.7,2.7,4.7,7.4,1.3,0.8,0.3,1.3,4.2,8.4
Kyle O'Quinn\oquinky01,6.1,12.8,0.2,1,5.8,11.7,2.2,2.8,3.6,8.2,11.8,3.4,0.9,2.3,2.9,5,14.6
Jahlil Okafor\okafoja01,9,17.7,0,0.1,9,17.5,3,4.4,2.8,5.7,8.4,1.5,0.5,1.4,2.8,3.2,21
Victor Oladipo\oladivi01,6.4,14.7,1.5,4.3,4.9,10.4,3.1,3.7,0.7,4.5,5.2,4.3,1.8,0.8,2.3,2.6,17.4
Kelly Olynyk\olynyke01,6.5,14.3,2.2,5.4,4.3,8.9,2.5,3.3,1.9,5.4,7.3,2.7,1.3,0.9,1.9,4.2,17.7
Kelly Oubre\oubreke01,4.8,11.3,1.3,4.2,3.5,7.1,1.7,2.6,1.3,5.8,7.1,0.7,1.2,0.4,1.8,5.4,12.7
Zaza Pachulia\pachuza01,3.9,8.4,0,0.1,3.9,8.4,3.8,5,4.5,8.4,12.9,2.3,1.1,0.4,2.1,3.3,11.7
Kostas Papanikolaou\papanko01,2.9,8.1,1.2,3.9,1.7,4.2,1.1,1.7,1,3.9,4.9,2,1.6,0.6,2.6,2.9,8.2
Jabari Parker\parkeja01,6.6,13.4,0.1,0.5,6.5,12.9,2.6,3.4,1.8,4.1,5.9,1.9,1,0.4,1.7,2.3,16
Tony Parker\parketo01,6.4,12.9,0.5,1.2,5.9,11.7,2.4,3.1,0.3,2.9,3.2,6.9,1,0.2,2.4,2.1,15.6
Chandler Parsons\parsoch01,6.4,13,2.1,5,4.3,8,1.9,2.7,0.6,5.1,5.7,3.4,0.9,0.4,1.9,2.3,16.7
Lamar Patterson\pattela01,2.6,7.3,1.1,4.5,1.5,2.8,1.5,2,0.4,4.2,4.6,3.6,0.8,0.2,2.1,4.1,7.7
Patrick Patterson\pattepa01,3.6,8.8,1.9,5.2,1.7,3.6,0.5,0.6,1.4,4.7,6.1,1.7,0.9,0.6,1.2,2.3,9.7
Chris Paul\paulch01,7.7,16.6,1.8,4.9,5.8,11.7,4.4,4.9,0.6,4,4.6,11,2.3,0.2,2.9,2.8,21.5
Adreian Payne\paynead01,3.9,10.7,0.7,2.4,3.3,8.4,1.3,1.9,1.5,6.7,8.2,2.1,1.2,0.8,2.7,5.7,9.8
Cameron Payne\payneca01,5.9,14.3,1.9,5.7,4,8.6,1,1.2,0.5,3.9,4.4,5.6,1.9,0.3,2.3,4.1,14.6
Elfrid Payton\paytoel01,5.3,12.3,0.5,1.5,4.8,10.7,1.9,3.2,1.3,3.1,4.4,7.9,1.5,0.3,3,2.7,13.1
Nikola Pekovic\pekovni01,4.4,11.5,0,0,4.4,11.5,3.7,4.6,1.6,3.2,4.8,2.5,0.2,0,2.1,5.1,12.5
Kendrick Perkins\perkike01,2.7,5,0,0,2.7,5,0.7,1.7,1.7,6.8,8.5,2.1,0.7,0.7,2.7,4.3,6
Paul Pierce\piercpa01,4.2,11.6,2.2,7.1,2,4.5,1.6,1.9,0.4,5.1,5.4,2.1,1,0.5,1.7,3.8,12.2
Tibor Pleiss\pleisti01,4.8,11,0,0.9,4.8,10.1,0.9,0.9,2.6,4,6.6,0.9,0.4,0.9,3.5,8.3,10.5
Mason Plumlee\plumlma01,4.6,8.9,0,0.1,4.6,8.9,3.7,5.8,3.5,7.4,10.8,3.9,1.2,1.5,2.7,4.4,12.9
Miles Plumlee\plumlmi01,5.8,9.6,0,0,5.8,9.6,1.4,2.4,3.9,5.7,9.6,0.7,0.9,2.1,1.7,3,13
