Player,FG36,FGA36,threesMade36,threesAttempted36,twosMade36,twosAttempted36,FT36,FTA36,ORB36,DRB36,TRB36,AST36,STL36,BLK36,TOV36,PF36,PTS36
Aaron Gordon\gordoaa01,7.1,16.3,2.2,6.4,4.9,9.9,3,4.2,1.6,7,8.6,2.6,1.1,0.8,2,2.1,19.3
Eric Gordon\gordoer01,6.9,16.2,3.6,10.2,3.3,6.1,3.3,4,0.4,2.4,2.8,2.6,0.7,0.5,2.2,1.9,20.8
Marcin Gortat\gortama01,5,9.7,0,0,5,9.7,1.9,2.8,3.1,7.7,10.8,2.6,0.7,1.1,1.7,3,12
Treveon Graham\grahatr01,3.3,7.6,1.4,3.3,1.9,4.3,1.4,2,1.4,2.7,4.1,2,1.1,0.1,0.9,3.7,9.4
Jerami Grant\grantje01,5.3,10,0.7,2.4,4.6,7.6,3.5,5.2,1.9,5.1,7,1.2,0.7,1.7,1.2,3.4,14.9
Jerian Grant\grantje02,4.5,10.8,1.3,4,3.2,6.7,3,4,0.7,3,3.7,7.3,1.3,0.2,1.9,2.8,13.2
Josh Gray\grayjo01,4.6,17.2,1.3,5.4,3.3,11.7,2.9,4.6,0.8,3.3,4.2,5,3.3,0.8,2.9,3.3,13.4
Danny Green\greenda02,4.4,11.3,2.3,6.4,2,4.8,1,1.3,0.8,4.2,5,2.2,1.3,1.6,1.5,2.5,12.1
Draymond Green\greendr01,4.4,9.7,1.2,4,3.2,5.7,2.1,2.7,1.2,7.2,8.4,8,1.5,1.4,3.2,2.9,12.2
Gerald Green\greenge01,6.5,16,4.3,11.5,2.2,4.5,2,2.3,0.6,4.6,5.2,1,0.9,0.6,1.2,3.4,19.3
JaMychal Green\greenja01,5.2,11.4,1,3,4.2,8.4,1.9,2.6,3.4,7.4,10.8,1.8,0.7,0.6,1.8,3.6,13.3
Jeff Green\greenje02,5.8,12.2,1,3.3,4.8,8.8,4,4.6,1.2,3.7,4.8,1.9,0.8,0.7,1.5,2.9,16.7
Blake Griffin\griffbl01,8,18.2,2,5.9,5.9,12.3,4.7,6,1.3,6.5,7.8,6.1,0.7,0.3,3,2.5,22.7
Daniel Hamilton\hamilda02,6.4,14.1,2.6,6.4,3.9,7.7,0,0,0,6.4,6.4,10.3,1.3,0,2.6,2.6,15.4
Tim Hardaway\hardati02,6.9,16.3,2.5,7.8,4.4,8.5,2.8,3.4,0.6,3.7,4.3,3,1.2,0.2,1.8,2.3,19
James Harden\hardeja01,9.2,20.4,3.7,10.2,5.4,10.3,8.8,10.3,0.6,4.9,5.5,8.9,1.8,0.7,4.4,2.4,30.9
Maurice Harkless\harklma01,4.2,8.5,1.4,3.4,2.8,5.1,1.2,1.7,1.3,3.3,4.6,1.5,1.4,1.2,1.1,2.9,11
Montrezl Harrell\harremo01,9.7,15.3,0,0.2,9.7,15.1,3.9,6.2,2.9,5.7,8.5,2.1,1,1.4,1.9,4,23.3
Devin Harris\harride01,5,12.2,2.1,6.1,2.9,6.1,3.8,4.6,0.3,3.1,3.4,4.1,1.3,0.3,2,4.2,16
Gary Harris\harriga01,6.9,14.2,2.4,6.2,4.4,8,2.1,2.5,0.6,2.2,2.7,3,1.9,0.2,1.9,1.9,18.3
Joe Harris\harrijo01,5.6,11.3,2.7,6.5,2.8,4.8,1.6,1.9,0.9,3.8,4.7,2.3,0.6,0.4,1.7,2.8,15.4
Tobias Harris\harrito02,7.6,16.5,2.5,6,5.1,10.5,2.4,2.9,0.8,5.1,5.9,2.6,1,0.5,1.4,2.2,20.1
Aaron Harrison\harriaa01,2.9,10.7,1.4,6.6,1.5,4,2,2.6,0.6,3.1,3.7,1.7,1.4,0.3,0.5,4.2,9.3
Andrew Harrison\harrian01,4.9,11.6,1.3,3.9,3.6,7.8,3.4,4.3,0.6,2.9,3.6,4.8,1,0.7,2.2,3.7,14.5
Shaquille Harrison\harrish01,5.5,11.6,0.6,2.4,5,9.2,2.6,3.6,0.8,4.9,5.7,5.2,2.4,0.7,2.1,3.9,14.2
Josh Hart\hartjo01,4.3,9.2,1.9,4.9,2.4,4.4,1.6,2.3,1,5.4,6.5,2,1.2,0.4,1.2,2.6,12.2
Udonis Haslem\hasleud01,1.5,7.5,0.5,4,1,3.5,0.5,1,1.5,3.5,5,2.5,0,1,1,1.5,4
Nigel Hayes\hayesni01,3.2,9.7,1.2,4.7,2.1,5,0.3,0.9,1.2,5.3,6.5,1.8,0.6,0.9,0.6,2.4,8
Gordon Hayward\haywago01,7.2,14.4,0,7.2,7.2,7.2,0,0,0,7.2,7.2,0,0,0,0,7.2,14.4
Reggie Hearn\hearnre01,5.1,10.3,5.1,10.3,0,0,0,0,0,0,0,0,0,0,0,0,15.4
Myke Henry\henrymy01,3.9,10.4,1.8,5.5,2.1,4.9,0.6,1,1,2.7,3.6,2.1,3,0.6,1.8,2.7,10.2
John Henson\hensojo01,5.2,9.2,0,0.1,5.2,9,1.6,2.9,2.7,6.6,9.4,2.1,0.8,2,1.5,3.7,12.2
Juan Hernangomez\hernaju01,3.8,9.7,1.8,6.5,1.9,3.2,1.3,1.6,2.3,4.7,7,1.6,0.8,0.4,1.2,3.2,10.7
Willy Hernangomez\hernawi01,6.6,11.9,0.4,0.9,6.3,11.1,4.3,6.5,4.4,8.9,13.3,2.4,1.3,1.2,2.5,4.7,17.9
Mario Hezonja\hezonma01,5.9,13.4,2,5.8,4,7.6,1.9,2.3,0.9,5.2,6.1,2.3,1.8,0.7,1.9,2.9,15.7
Isaiah Hicks\hicksis01,5,10.8,0.3,1.4,4.6,9.5,1.8,2.7,1.5,4.6,6.1,2.4,0.3,0.6,2.4,6.8,12
Buddy Hield\hieldbu01,7.4,16.6,3.1,7.3,4.3,9.3,1.3,1.4,1,4.5,5.5,2.8,1.5,0.4,2.2,2.6,19.2
Nene Hilario\hilarne01,6.5,11.4,0,0.1,6.5,11.3,3.2,5.1,2.6,5.8,8.4,2.1,1.3,0.7,1.8,5.8,16.1
George Hill\hillge01,4.7,10.2,1.7,4.1,3,6.1,2.2,2.8,0.8,2.8,3.6,3.7,1.2,0.5,1.7,2.5,13.3
Solomon Hill\hillso01,2.1,7.9,0.8,4,1.3,3.9,0.6,1.2,1.7,5.2,6.9,4.2,1.3,0.2,1.7,4.2,5.6
Darrun Hilliard\hillida01,1.9,7.2,0,2.3,1.9,4.9,2.3,2.7,0,2.7,2.7,4.2,0.8,0,1.5,2.7,6.1
Jrue Holiday\holidjr01,7.6,15.3,1.5,4.4,6.1,10.9,2.3,2.9,0.8,3.7,4.5,6,1.5,0.8,2.6,2.5,18.9
Justin Holiday\holidju01,4.6,12.4,2.6,7.1,2.1,5.3,2.1,2.6,0.5,4.1,4.6,2.4,1.3,0.5,1.5,2.1,13.9
John Holland\hollajo02,3.5,12.2,2.3,7.4,1.2,4.8,1.9,2.7,1.2,3.7,5,1,1.4,0.4,1.7,2.1,11.2
Rondae Hollis-Jefferson\holliro01,6.4,13.6,0.2,1,6.2,12.6,4.7,5.9,1.9,6.7,8.6,3.1,1.2,0.9,2.3,2.7,17.7
Richaun Holmes\holmeri01,6.5,11.6,0.2,1.5,6.3,10.1,1.8,2.7,2.8,7.4,10.2,2.9,1,1.4,1.2,4.7,15
Rodney Hood\hoodro01,7.2,16.7,2.8,7.4,4.3,9.3,2.5,2.9,0.5,3.2,3.7,2.1,1,0.3,1.6,2.3,19.6
Scotty Hopson\hopsosc01,0,4.5,0,0,0,4.5,4.5,9,0,0,0,4.5,0,0,4.5,0,4.5
Al Horford\horfoal01,5.8,11.9,1.5,3.6,4.3,8.3,1.5,1.9,1.6,6.8,8.4,5.4,0.7,1.2,2.1,2.2,14.7
Danuel House\houseda01,5,11.5,1.3,5.2,3.7,6.3,2.2,2.8,1.2,5.6,6.8,2.2,0.6,0.5,1,2.1,13.6
Dwight Howard\howardw01,7.4,13.3,0,0.1,7.4,13.2,4.9,8.5,3.7,11.1,14.8,1.5,0.7,1.9,3,3.7,19.7
Josh Huestis\huestjo01,2.2,6.7,1.2,4.2,1,2.5,0.2,0.7,1.5,4.4,5.9,0.7,0.5,1.6,1,3,5.8
R.J. Hunter\hunterj01,5.6,16,2.4,11.2,3.2,4.8,1.6,1.6,0,4,4,2.4,2.4,0,1.6,5.6,15.2
Vince Hunter\huntevi01,15.4,25.7,0,0,15.4,25.7,0,0,10.3,5.1,15.4,0,0,5.1,5.1,0,30.9
Serge Ibaka\ibakase01,6.5,13.5,1.8,5.1,4.7,8.4,1.6,2,1.3,6.9,8.2,1.1,0.5,1.7,1.5,3.6,16.5
Andre Iguodala\iguodan01,3.3,7.1,0.7,2.6,2.6,4.5,1.2,1.9,1.1,4.4,5.5,4.7,1.2,0.8,1.5,2.2,8.5
Ersan Ilyasova\ilyaser01,5.8,12.8,1.9,5.3,3.9,7.5,2.2,2.8,2.5,6,8.4,1.9,1.3,0.5,1.5,3.3,15.6
Joe Ingles\inglejo01,4.7,10,2.8,6.5,1.8,3.5,0.9,1.2,0.3,4.5,4.8,5.5,1.3,0.3,2.2,2.5,13.1
Andre Ingram\ingraan01,4.5,9.6,2.8,5.1,1.7,4.5,1.7,1.7,0.6,2.8,3.4,3.9,1.7,1.7,1.7,1.7,13.5
Brandon Ingram\ingrabr01,6.5,13.9,0.7,1.9,5.8,12,3.5,5.1,1,4.7,5.7,4.2,0.8,0.8,2.7,3,17.3
Kyrie Irving\irvinky01,10,20.3,3.1,7.6,6.9,12.7,4.3,4.9,0.6,3.6,4.2,5.7,1.2,0.3,2.6,2.3,27.3
Jonathan Isaac\isaacjo01,3.7,9.7,1.1,3.1,2.6,6.6,1.3,1.7,1.1,5.6,6.6,1.2,2.2,2,1.8,3.2,9.7
Wesley Iwundu\iwundwe01,3.3,7.7,0.3,1.6,3,6.1,1.2,1.7,1.3,3.6,4.8,2,1.2,0.4,1.1,2.9,8.1
Jarrett Jack\jackja01,4.4,10.3,0.6,2,3.8,8.3,1.5,1.7,0.5,3.9,4.4,8.1,0.8,0.1,2.7,2.3,10.8
Aaron Jackson\jacksaa01,3.1,9.3,1,4.1,2.1,5.1,1,2.1,2.1,1,3.1,1,0,0,1,4.1,8.2
Demetrius Jackson\jacksde01,3.2,8.1,0.5,3.2,2.7,5,0.5,0.9,2.3,3.2,5.4,4.1,2.3,0.5,4.5,3.2,7.2
Josh Jackson\jacksjo02,7.1,17.1,1,4,6.1,13.1,3.3,5.1,1.7,4.7,6.5,2.2,1.5,0.6,2.7,4,18.6
Justin Jackson\jacksju01,4.4,10,1.4,4.4,3.1,5.6,0.6,0.9,0.6,3.8,4.5,1.8,0.7,0.3,1,1.9,10.8
Reggie Jackson\jacksre01,7.4,17.3,1.6,5.1,5.8,12.2,3.4,4,0.9,2.9,3.7,7.1,0.8,0.1,3,2.6,19.7
LeBron James\jamesle01,10.2,18.8,1.8,4.8,8.4,14,4.6,6.3,1.2,7.3,8.4,8.9,1.4,0.8,4.1,1.6,26.8
Mike James\jamesmi02,6.4,16.8,1.4,5.1,5.1,11.7,3.4,4.4,0.7,4,4.7,6.6,1.5,0.4,2.6,2.5,17.6
Al Jefferson\jeffeal01,8.3,15.5,0,0.2,8.3,15.2,2.2,2.7,2.2,8.4,10.6,2.2,1.2,1.7,1.6,4.9,18.7
Richard Jefferson\jefferi01,2.7,6,0.4,1.5,2.2,4.4,0.9,1.5,0.4,3.3,3.8,3.3,0.4,0.2,1.1,2.4,6.6
Brandon Jennings\jennibr01,4.7,12.6,1.6,5.8,3.2,6.8,1.8,1.8,0.9,4.6,5.4,7.7,1.1,0.7,3.2,1.9,12.8
Jonas Jerebko\jerebjo01,5,10.8,2.1,5,3,5.8,1.5,1.8,1.7,6.1,7.8,1.3,0.8,0.4,0.9,4,13.6
Amir Johnson\johnsam01,4.3,8,0.3,1,4,7,1.6,2.6,3.8,6.4,10.1,3.6,1.4,1.4,1.7,5.9,10.5
Brice Johnson\johnsbr02,7.3,15.4,0,0.4,7.3,15.1,1.1,1.8,3.3,8.1,11.4,0.7,3.3,2.2,1.8,4.8,15.8
Dakari Johnson\johnsda04,4.9,8.7,0,0,4.9,8.7,2.5,4.5,3.6,4,7.6,1.8,1.3,1.8,0.7,6,12.3
James Johnson\johnsja01,5.7,11.4,1.1,3.4,4.7,7.9,2.1,3,1.1,5.5,6.6,5.2,1.3,0.9,2.6,3.6,14.6
Joe Johnson\johnsjo02,4.4,10.8,1.2,4.3,3.2,6.4,1.2,1.3,0.4,4.7,5.1,2.5,0.5,0.2,1.5,2,11.1
Omari Johnson\johnsom01,4.3,10.1,1.9,5.8,2.4,4.3,0,0,1.9,3.4,5.3,3.4,1,0,1.4,2.9,10.6
Stanley Johnson\johnsst04,4,10.6,1.3,4.4,2.7,6.2,2.1,2.8,0.6,4.2,4.8,2.1,1.8,0.3,1.5,3.2,11.4
Tyler Johnson\johnsty01,5.4,12.5,2.1,5.7,3.3,6.8,1.9,2.3,0.6,3.8,4.4,2.9,1.1,0.6,1.4,2.6,14.8
Wesley Johnson\johnswe01,3.6,8.9,1.5,4.3,2.2,4.6,1,1.4,0.7,4.5,5.2,1.5,1.8,1.5,1.3,3.5,9.8
Nikola Jokic\jokicni01,7.4,14.9,1.6,4.1,5.8,10.8,3.9,4.6,2.9,9,11.8,6.7,1.3,0.9,3.1,3.1,20.4
Damian Jones\jonesda03,4.4,8.9,0,0,4.4,8.9,1.2,2,2,3.6,5.7,0.8,0.4,1.2,1.6,5.7,10.1
Derrick Jones\jonesde02,3.1,7.8,0.4,2.6,2.6,5.1,2.4,3.5,3.1,2.5,5.6,1.3,0.6,1.9,1,3.5,9
Jalen Jones\jonesja04,5.2,13.5,2,5.2,3.2,8.4,2.4,3.8,2.6,5,7.6,0.8,1,0.2,1.4,4.4,14.7
Tyus Jones\jonesty01,3.7,8,1.1,3.2,2.6,4.9,1.7,2,0.4,2.8,3.2,5.7,2.3,0.1,1.4,2.7,10.2
DeAndre Jordan\jordade01,5.5,8.6,0,0,5.5,8.6,2.7,4.6,4.9,12.5,17.4,1.7,0.6,1.1,2,3,13.8
Cory Joseph\josepco01,4.2,9.8,1.1,3.1,3.1,6.7,1.1,1.5,0.6,3.6,4.3,4.2,1.3,0.3,1.4,2.3,10.6
Frank Kaminsky\kaminfr01,6,14,2,5.4,4,8.7,3,3.8,0.9,4.7,5.7,2.5,0.7,0.4,1.3,1.9,17.1
Enes Kanter\kanteen01,8.3,14,0,0,8.3,14,3.1,3.6,5.4,10,15.3,2.1,0.7,0.7,2.4,3.7,19.7
Luke Kennard\kennalu01,5.1,11.4,2,4.8,3.1,6.6,1.6,1.9,0.5,3.8,4.3,3.1,1.1,0.3,1.7,2.1,13.7
Michael Kidd-Gilchrist\kiddgmi01,5.5,10.9,0,0,5.5,10.9,2.3,3.3,1.6,4.2,5.9,1.4,1,0.6,1.1,2.8,13.3
Sean Kilpatrick\kilpase01,6.2,16.5,2.6,8.1,3.6,8.4,3.6,4.1,0.3,4.6,4.9,2.6,0.7,0.3,2.1,1.9,18.6
Maxi Kleber\klebima01,4.5,9.2,1.2,3.8,3.3,5.4,1.3,1.8,2.1,4.9,7,1.5,0.8,1.4,0.9,3.4,11.5
Furkan Korkmaz\korkmfu01,3.6,12.6,2.3,7.7,1.4,5,0.9,1.8,0.9,4.1,5,1.8,0.9,0.5,0.9,5.4,10.4
Luke Kornet\kornelu01,5.4,13.8,3.1,8.7,2.3,5.1,0.9,1.2,1.2,5.9,7.1,2.9,0.7,1.8,1.3,3.1,14.8
Kyle Korver\korveky01,5.1,11.1,3.8,8.6,1.3,2.5,1.5,1.6,0.2,3.6,3.8,2,0.7,0.6,1.3,3,15.4
Kosta Koufos\koufoko01,5.7,10.1,0,0,5.7,10.1,0.9,1.9,3.9,8.4,12.2,2.3,1.2,0.8,1.3,3.8,12.3
Kyle Kuzma\kuzmaky01,7,15.6,2.4,6.5,4.6,9.1,2.2,3.1,1.3,5.9,7.2,2.1,0.7,0.5,2.1,2.4,18.6
Mindaugas Kuzminskas\kuzmimi01,0,36,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0
Skal Labissiere\labissk01,6,13.3,0.5,1.5,5.4,11.8,2.8,3.4,2.9,5.5,8.4,2.1,0.7,1.4,2.1,3.8,15.2
Jeremy Lamb\lambje01,7,15.2,1.7,4.6,5.2,10.6,3.3,3.8,0.9,5,5.9,3.4,1.1,0.6,1.7,2.5,18.9
Shane Larkin\larkish01,3.9,10.2,1.4,4,2.5,6.2,1.5,1.7,0.7,3.6,4.3,4.6,1.3,0.1,1.5,2.7,10.7
Joffrey Lauvergne\lauvejo01,6.6,12.8,0,0.3,6.6,12.5,2,3.2,4.2,7.3,11.5,2.8,0.6,0.2,2.2,3,15.2
Zach LaVine\lavinza01,7.5,19.5,2.3,6.8,5.2,12.7,4.8,5.9,0.5,4.7,5.2,4,1.3,0.2,2.4,3,22
Jake Layman\laymaja01,3.2,10.6,0.9,4.5,2.3,6.1,0.5,0.7,0.9,2.7,3.6,2.5,1.4,0.9,1.1,2.9,7.7
T.J. Leaf\leaftj01,5,10.7,1.4,3.3,3.6,7.4,0.8,1.3,2.3,4.2,6.4,0.7,0.4,0.3,0.8,3.5,12.2
Courtney Lee\leeco01,5.3,11.8,1.8,4.3,3.6,7.4,1.8,1.9,0.5,3,3.5,2.8,1.2,0.3,1.3,1.7,14.2
Damion Lee\leeda03,5.5,13.5,1.3,5.3,4.2,8.2,2,2.6,1,5.3,6.3,2.6,1.7,0.1,1.2,2.2,14.3
Walt Lemon Jr.\lemonwa01,7.2,16.5,1,1,6.2,15.4,2.1,3.1,0,2.1,2.1,5.1,0,1,4.1,5.1,17.5
Alex Len\lenal01,5.5,9.8,0,0.1,5.5,9.7,4.1,6,4.5,8.9,13.4,2.1,0.7,1.6,2,4.1,15.1
Kawhi Leonard\leonaka01,8.9,19,1.9,6,7,13,5.3,6.5,1,6.2,7.2,3.6,3.1,1.5,2.7,1.5,25
Meyers Leonard\leoname01,6.5,11.1,1.6,3.7,5,7.4,1.3,1.6,1.7,8.2,9.9,2.4,1,0,1.4,5.1,15.9
Jon Leuer\leuerjo01,4,9.5,0,0.8,4,8.7,3.4,4,1.9,6.6,8.5,1.3,0.3,0.8,1.9,4.2,11.4
Caris LeVert\leverca01,6.2,14.2,1.6,4.7,4.5,9.5,2.6,3.6,1,4,5,5.8,1.6,0.4,3,3.1,16.6
DeAndre Liggins\liggide01,2,5.3,0.9,2.6,1,2.6,0.1,0.2,0.3,3.4,3.7,2.4,1.8,0.7,1,4,5
Damian Lillard\lillada01,8.4,19.1,3.1,8.5,5.3,10.6,6.6,7.3,0.8,3.5,4.4,6.5,1,0.4,2.8,1.6,26.5
Jeremy Lin\linje01,7.2,17.3,1.4,2.9,5.8,14.4,10.1,10.1,0,0,0,5.8,0,0,4.3,4.3,25.9
Shaun Livingston\livinsh01,5.5,10.9,0,0.2,5.5,10.8,1.6,1.9,1,3.2,4.2,4.5,1.1,0.7,1.8,3.7,12.6
Kevon Looney\looneke01,4.4,7.6,0,0.2,4.4,7.4,1.7,3,3.3,5.2,8.5,1.7,1.3,2.2,1.2,4.2,10.6
Brook Lopez\lopezbr01,7.7,16.5,2.3,6.7,5.3,9.7,2.3,3.3,1.5,4.6,6.1,2.6,0.6,2,2,4.1,19.9
Robin Lopez\lopezro01,7.3,13.7,0.1,0.3,7.2,13.4,1.4,1.9,2.9,3.3,6.2,2.6,0.3,1.1,2.3,2.3,16.1
Kevin Love\loveke01,7.3,15.9,3,7.2,4.3,8.7,5.1,5.8,2.2,9.7,11.9,2.2,0.9,0.5,2,2.6,22.7
Kyle Lowry\lowryky01,5.8,13.5,3.4,8.5,2.4,5,3.2,3.7,0.9,5.3,6.2,7.7,1.2,0.3,2.6,2.8,18.2
Timothe Luwawu-Cabarrot\luwawti01,4.5,11.9,2.4,7,2.1,4.9,2.1,2.6,0.6,2.6,3.2,2.4,0.5,0.2,1.7,4.3,13.3
Tyler Lydon\lydonty01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Lyles\lylestr01,7,14.2,2.1,5.6,4.8,8.6,2.6,3.8,1.4,7.6,9,2.4,0.8,0.9,1.6,2.9,18.7
Shelvin Mack\macksh01,4.7,10.9,1.3,3.7,3.4,7.3,1.8,2.6,0.6,3.8,4.4,7.2,1.4,0.2,2.3,2.4,12.5
Josh Magette\magetjo01,2.5,7.7,1.3,3.7,1.2,4,1.3,1.3,0.3,2.8,3.2,9.5,1.3,0.2,1.5,2.7,7.7
Ian Mahinmi\mahinia01,4.3,7.8,0,0.1,4.3,7.7,2.8,4,4.2,5.6,9.8,1.7,1.2,1.3,3.1,7.2,11.5
Thon Maker\makerth01,3.8,9.2,0.9,3,2.9,6.2,1.9,2.7,2.2,4.4,6.5,1.3,1.1,1.5,1.3,4.7,10.4
Boban Marjanovic\marjabo01,8.4,15.8,0,0,8.4,15.8,8.2,10.4,5.1,10.3,15.4,2.4,1.1,1.2,3.8,5.4,25.1
Lauri Markkanen\markkla01,6.7,15.4,2.6,7.1,4.1,8.2,2.5,3,1.4,7.6,9.1,1.4,0.7,0.7,1.5,1.8,18.4
Jarell Martin\martija01,4.8,10.8,0.7,2.1,4.1,8.6,1.9,2.5,2.1,4.8,6.9,1.6,0.8,1.1,1.9,4.6,12.2
Frank Mason\masonfr01,5.3,13.9,1.1,3.1,4.1,10.8,3.4,4.2,1.1,3.7,4.8,5.4,1.2,0.4,2.4,2.6,15.1
Mangok Mathiang\mathima01,7.2,12.6,0,0,7.2,12.6,0,1.8,5.4,12.6,18,0,1.8,0,0,9,14.4
Wesley Matthews\matthwe02,4.8,11.8,2.6,6.8,2.2,5,1.4,1.7,0.5,2.9,3.3,2.9,1.3,0.3,1.4,2.4,13.5
Luc Mbah a Moute\mbahalu01,3.8,7.9,1.5,4,2.4,4,1.5,2.2,0.5,3.8,4.3,1.3,1.7,0.6,1.6,2.3,10.6
James Michael McAdoo\mcadoja01,4,14,4,14,0,0,4,4,0,4,4,0,0,2,2,2,16
Patrick McCaw\mccawpa01,3.4,8.4,0.7,3,2.7,5.4,1,1.3,0.6,2.5,3.1,3,1.6,0.4,1.5,2.5,8.6
CJ McCollum\mccolcj01,8.2,18.5,2.3,5.9,5.9,12.7,2.6,3.1,0.7,3.3,4,3.3,0.9,0.4,1.9,2.1,21.3
T.J. McConnell\mccontj01,4.4,8.9,0.6,1.3,3.9,7.6,0.7,0.8,0.8,4,4.8,6.4,1.9,0.3,2.4,2.6,10.1
Erik McCree\mccreer01,0,9,0,4.5,0,4.5,0,0,0,4.5,4.5,0,4.5,0,4.5,0,0
Chris McCullough\mcculch01,7.2,16.8,0.4,3.2,6.8,13.6,3.6,5.6,2.8,7.2,10,1.6,0,2,0.8,3.2,18.4
Doug McDermott\mcderdo01,4.8,10.3,1.9,4.4,3,5.9,1.3,1.6,0.8,3.3,4.1,1.6,0.4,0.3,1.1,2.5,12.8
JaVale McGee\mcgeeja01,8,12.8,0,0.4,8,12.5,2.2,3,3.5,6.4,9.9,1.9,1.2,3.3,1.6,5.3,18.1
Rodney McGruder\mcgruro01,4.3,8.8,1.8,4.2,2.5,4.6,0.5,1,1.3,2.5,3.9,2,1,0.4,0.5,2.5,11
Trey McKinney-Jones\mckintr01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfonzo McKinnie\mckinal01,5.4,10.2,2,6.1,3.4,4.1,1.4,2,0.7,4.1,4.8,0.7,0.7,0.7,2,5.4,14.3
Ben McLemore\mclembe01,5.2,12.3,1.8,5.2,3.4,7.1,1.7,2.1,1.1,3.5,4.6,1.7,1.3,0.5,2,4.6,13.9
Josh McRoberts\mcrobjo01,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0
Jodie Meeks\meeksjo01,5.1,12.6,2.3,6.8,2.7,5.9,3.2,3.8,0.5,3.6,4.1,2.3,0.9,0.1,1.2,1.8,15.7
Salah Mejri\mejrisa01,4.3,6.8,0,0.1,4.3,6.6,1.9,3.3,4.2,8,12.1,1.7,1.1,3.3,1.9,6,10.6
Jordan Mickey\mickejo01,4.9,10.4,0.3,2,4.7,8.4,1.6,2.4,2.3,8.1,10.4,1.1,0.8,1.3,2.3,4.6,11.8
Khris Middleton\middlkh01,7.2,15.4,1.8,4.9,5.4,10.4,3.9,4.4,0.5,4.6,5.2,4,1.4,0.3,2.3,3.3,19.9
C.J. Miles\milescj01,6.1,16.1,4.4,12.2,1.7,3.9,2.2,2.6,0.5,3.6,4.1,1.5,1,0.6,1.1,3.6,18.8
Darius Miller\milleda01,4,9,2.7,6.6,1.3,2.4,1.1,1.2,0.3,2.7,3,2.1,0.5,0.3,1.1,3,11.8
Malcolm Miller\millema01,3.7,8,2.3,6,1.4,2,1.1,1.1,1.1,3.1,4.3,0.9,0.3,0.6,1.4,2.9,10.9
Patty Mills\millspa02,4.8,11.7,2.6,7.1,2.2,4.6,1.8,2,0.4,2.2,2.6,3.9,0.9,0.2,1.8,2.2,14
Paul Millsap\millspa01,6.4,13.7,1.2,3.6,5.1,10.1,3.5,5.1,2,5.7,7.7,3.2,1.2,1.4,2.3,3.1,17.5
Nikola Mirotic\mirotni01,7.4,16.5,3.3,8.6,4.1,7.9,2.7,3.3,1.4,8.3,9.8,1.9,1.1,0.9,1.5,2.6,20.7
Donovan Mitchell\mitchdo01,8.1,18.6,2.6,7.5,5.6,11.1,3.3,4.1,0.7,3.3,4,4,1.6,0.4,2.9,2.9,22.1
Naz Mitrou-Long\mitrona01,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,108
Malik Monk\monkma01,6.4,17.9,3.5,10.2,3,7.7,1.3,1.6,0.3,2.4,2.8,3.8,0.8,0.4,2,2.5,17.7
Greg Monroe\monrogr01,7.5,13.4,0,0,7.5,13.4,3,4.1,3.8,8.3,12.1,3.9,1.5,0.8,3.3,3.3,18.1
Luis Montero\montelu01,0,4.5,0,0,0,4.5,0,0,0,9,9,0,0,0,9,0,0
Ben Moore\moorebe01,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,16,0
E'Twaun Moore\mooreet01,5.9,11.6,1.8,4.2,4.1,7.4,0.7,0.9,0.8,2.5,3.3,2.6,1.1,0.2,1.4,2.5,14.2
Eric Moreland\moreler01,3,5.5,0,0,3,5.5,0.5,1.3,3.6,8.8,12.4,3.5,1.4,2.3,1.9,5.2,6.4
Jaylen Morris\morrija01,4.8,11.8,0.7,3.7,4,8.1,0,0,0.7,5.1,5.9,2.6,0.7,0.4,2.2,0.7,10.3
Marcus Morris\morrima03,6.5,15.2,2.1,5.8,4.4,9.4,3.1,3.8,1.1,6.1,7.2,1.8,0.9,0.3,1.6,2.5,18.3
Markieff Morris\morrima02,6,12.6,1.4,3.8,4.6,8.8,1.9,2.3,1.4,6.1,7.5,2.6,1,0.7,2.3,4,15.4
Monte Morris\morrimo01,5.8,8.6,0,1.4,5.8,7.2,2.9,2.9,0,2.9,2.9,10.1,4.3,0,1.4,1.4,14.4
Johnathan Motley\motlejo01,8.2,15.3,0.2,1.2,8,14.1,3.1,5.7,2.9,7.2,10,1.4,0.6,0.4,1.8,3.7,19.6
Timofey Mozgov\mozgoti01,5.2,9.3,0.4,1.8,4.8,7.5,2.3,3,3.2,6.6,9.8,1.1,0.5,1.3,3.3,3.9,13.1
Emmanuel Mudiay\mudiaem01,5.9,15.2,1.4,4.3,4.5,10.9,2.8,3.7,0.8,3.6,4.4,6,1.2,0.3,3.3,2.3,16
Shabazz Muhammad\muhamsh01,7.2,16.2,0.6,2.3,6.6,13.9,3.4,4.3,2,4.6,6.5,1.2,0.8,0.3,0.5,2.6,18.4
Xavier Munford\munfoxa02,1.7,10.3,0,3.4,1.7,6.9,1.7,3.4,1.7,0,1.7,6.9,1.7,0,3.4,6.9,5.1
